idade_solicitante,salario_solicitante,situacao_propriedade,tempo_trabalhado,motivo,pontuacao,valor_solicitado,taxa_juros,percentual_renda,flag_inadimplencia,anos_primeira_solicitacao,flag_inadimplencia_hist
"22,0","31193,0",Própria,"0,0",Pagamento de débitos,D,"4000,0","14,74","0,13","0,0",2,1
"23,0","28000,0",Alugada,"4,0",Pagamento de débitos,C,"5000,0","13,72","0,18","1,0",4,0
"28,0","124886,0",Hipotecada,"12,0",Pessoal,B,"5000,0","11,99","0,04","1,0",5,0
"23,0","160000,0",Hipotecada,"2,0",Educativo,D,"25000,0","15,65","0,16","0,0",2,1
"25,0","48000,0",Alugada,"0,0",Médico,C,"12000,0","13,49","0,25","0,0",2,1
"37,0","40800,0",Própria,"0,0",Empreendimento,C,"4000,0","13,49","0,1","0,0",14,1
"22,0","32000,0",Alugada,"0,0",Pagamento de débitos,B,"4800,0","11,11","0,15","0,0",4,0
"28,0","62400,0",Alugada,"2,0",Empreendimento,B,"14000,0","10,99","0,22","0,0",10,0
"23,0","65000,0",Alugada,"7,0",Empreendimento,B,"20000,0","11,49","0,31","1,0",3,0
"22,0","94000,0",Alugada,"5,0",Empreendimento,C,"11800,0","13,99","0,13","0,0",4,0
"23,0","40000,0",Hipotecada,"1,0",Empreendimento,B,"1200,0","10,83","0,03","0,0",2,0
"25,0","53000,0",Hipotecada,"9,0",Empreendimento,A,"10800,0","7,51","0,2","0,0",2,0
"26,0","51000,0",Alugada,"10,0",Médico,B,"5000,0","12,42","0,1","1,0",4,0
"38,0","130000,0",Hipotecada,"1,0",Melhora do lar,B,"30000,0","9,91","0,23","0,0",14,0
"30,0","90000,0",Hipotecada,"0,0",Melhora do lar,C,"5000,0","12,87","0,06","0,0",10,1
"22,0","56000,0",Hipotecada,"5,0",Médico,B,"12000,0","10,99","0,21","0,0",2,0
"29,0","39000,0",Hipotecada,"12,0",Pessoal,A,"16000,0","5,99","0,41","0,0",8,0
"24,0","64000,0",Hipotecada,"7,0",Empreendimento,F,"4000,0","20,89","0,06","1,0",2,0
"25,0","65004,0",Alugada,"1,0",Melhora do lar,C,"4800,0","13,49","0,07","0,0",3,0
"31,0","32000,0",Hipotecada,"3,0",Pagamento de débitos,B,"6000,0","11,86","0,19","0,0",8,0
"65,0","93000,0",Hipotecada,"27,0",Pessoal,B,"25000,0","9,99","0,27","0,0",27,0
"26,0","29040,0",Alugada,"2,0",Educativo,B,"15000,0","9,62","0,52","1,0",4,0
"24,0","35004,0",Alugada,"3,0",Pessoal,B,"18250,0","11,49","0,52","1,0",4,0
"24,0","70000,0",Própria,"0,0",Educativo,B,"15000,0","12,18","0,21","0,0",2,0
"26,0","148000,0",Alugada,"1,0",Educativo,F,"24000,0","18,3","0,16","1,0",2,0
"25,0","50000,0",Outros,"6,0",Melhora do lar,C,"5500,0","8,94","0,1","0,0",3,0
"35,0","36000,0",Alugada,"5,0",Médico,A,"7000,0","6,91","0,19","0,0",8,0
"31,0","17000,0",Alugada,"3,0",Empreendimento,B,"4575,0","11,48","0,27","1,0",7,0
"31,0","82524,0",Hipotecada,"4,0",Empreendimento,A,"12000,0","6,62","0,15","0,0",8,0
"22,0","25200,0",Hipotecada,"1,0",Pessoal,C,"7000,0","13,92","0,28","0,0",3,0
"33,0","59000,0",Alugada,"17,0",Médico,B,"9600,0","9,91","0,16","0,0",8,0
"34,0","68000,0",Hipotecada,"1,0",Educativo,C,"15000,0","11,78","0,22","0,0",7,1
"26,0","42000,0",Alugada,"0,0",Pagamento de débitos,B,"7500,0","10,25","0,18","0,0",4,0
"23,0","39996,0",Alugada,"6,0",Pessoal,B,"5000,0","10,2","0,13","0,0",2,0
"23,0","70000,0",Alugada,"4,0",Educativo,D,"8000,0","16,02","0,11","0,0",2,0
"35,0","78000,0",Alugada,"1,0",Pessoal,C,"4350,0","15,27","0,06","1,0",6,0
"34,0","70000,0",Hipotecada,"13,0",Pagamento de débitos,A,"20000,0","6,54","0,29","0,0",6,0
"30,0","33000,0",Hipotecada,"0,0",Pagamento de débitos,C,"3000,0","11,66","0,09","0,0",8,0
"43,0","400000,0",Hipotecada,"5,0",Empreendimento,B,"28000,0","9,91","0,07","0,0",11,0
"29,0","67000,0",Alugada,"1,0",Educativo,C,"15000,0","13,57","0,22","0,0",9,0
"22,0","88000,0",Alugada,"6,0",Pagamento de débitos,D,"25000,0","15,58","0,28","1,0",2,1
"35,0","94000,0",Hipotecada,"9,0",Pagamento de débitos,B,"15000,0","9,88","0,16","0,0",9,0
"21,0","26124,0",Alugada,"3,0",Educativo,D,"8875,0","15,62","0,34","1,0",3,1
"24,0","105996,0",Hipotecada,"7,0",Médico,A,"3000,0","7,51","0,03","0,0",3,0
"22,0","29996,0",Hipotecada,"3,0",Educativo,C,"5400,0","12,84","0,18","0,0",4,0
"34,0","150000,0",Hipotecada,"18,0",Pagamento de débitos,A,"6000,0","6,03","0,04","0,0",10,0
"25,0","49000,0",Alugada,"10,0",Educativo,A,"9600,0","7,51","0,2","1,0",4,0
"23,0","33000,0",Alugada,"7,0",Pessoal,D,"5500,0","14,54","0,17","0,0",3,1
"26,0","59000,0",Alugada,"10,0",Médico,A,"20000,0","6,17","0,34","1,0",3,0
"24,0","55605,0",Hipotecada,"8,0",Médico,B,"6500,0","10,99","0,12","0,0",2,0
"26,0","70000,0",Hipotecada,"10,0",Melhora do lar,A,"12000,0","8,94","0,17","0,0",2,0
"27,0","43200,0",Alugada,"4,0",Educativo,A,"10000,0","7,49","0,23","0,0",10,0
"22,0","125000,0",Alugada,"3,0",Médico,C,"18000,0","14,79","0,14","0,0",3,1
"26,0","83000,0",Alugada,"6,0",Médico,C,"7000,0","13,49","0,08","0,0",3,1
"23,0","44000,0",Hipotecada,"0,0",Médico,A,"5500,0","6,17","0,13","0,0",4,0
"30,0","80000,0",Alugada,"0,0",Médico,A,"8900,0","6,17","0,11","0,0",10,0
"25,0","41000,0",Alugada,"1,0",Pessoal,D,"4000,0","14,84","0,1","1,0",4,1
"28,0","89400,0",Alugada,"12,0",Melhora do lar,D,"5000,0","15,2","0,06","0,0",6,0
"24,0","141000,0",Hipotecada,"0,0",Empreendimento,A,"10000,0","5,99","0,07","0,0",3,0
"27,0","51000,0",Alugada,"1,0",Melhora do lar,A,"2000,0","7,74","0,04","0,0",6,0
"26,0","52000,0",Hipotecada,"6,0",Pessoal,B,"3300,0","10,99","0,06","0,0",2,0
"29,0","32000,0",Alugada,"10,0",Melhora do lar,D,"9250,0","15,65","0,29","1,0",7,0
"22,0","75000,0",Alugada,"3,0",Educativo,A,"3500,0","7,29","0,05","0,0",2,0
"23,0","26400,0",Alugada,"8,0",Educativo,C,"4000,0","14,17","0,15","1,0",2,0
"30,0","96300,0",Hipotecada,"1,0",Educativo,C,"18000,0","13,98","0,19","0,0",9,0
"35,0","70360,0",Alugada,"8,0",Educativo,A,"10000,0","6,62","0,14","0,0",5,0
"24,0","42000,0",Hipotecada,"2,0",Pessoal,C,"2000,0","11,28","0,05","0,0",2,0
"35,0","25200,0",Alugada,"2,0",Pagamento de débitos,C,"7050,0","12,23","0,28","0,0",7,1
"26,0","25104,0",Própria,"0,0",Pagamento de débitos,D,"5400,0","16,49","0,22","0,0",2,0
"31,0","72500,0",Hipotecada,"12,0",Empreendimento,B,"8875,0","11,99","0,12","0,0",8,0
"25,0","27336,0",Própria,"9,0",Empreendimento,C,"5500,0","13,23","0,2","0,0",4,0
"48,0","42000,0",Hipotecada,"3,0",Pagamento de débitos,C,"14400,0","12,87","0,34","1,0",17,1
"22,0","70000,0",Hipotecada,"1,0",Médico,A,"8400,0","7,88","0,12","0,0",2,0
"25,0","110000,0",Outros,"8,0",Empreendimento,A,"8000,0","9,32","0,07","0,0",3,0
"30,0","54000,0",Hipotecada,"3,0",Médico,D,"15250,0","14,42","0,28","1,0",8,1
"25,0","110000,0",Alugada,"2,0",Empreendimento,B,"5000,0","9,99","0,05","0,0",4,0
"23,0","30000,0",Hipotecada,"2,0",Empreendimento,A,"8000,0","7,88","0,27","0,0",2,0
"27,0","100000,0",Alugada,"12,0",Empreendimento,B,"16000,0","11,11","0,16","0,0",5,0
"33,0","26000,0",Hipotecada,"1,0",Pagamento de débitos,B,"15000,0","9,76","0,58","1,0",6,0
"29,0","220000,0",Hipotecada,"0,0",Educativo,A,"2500,0","6,99","0,01","0,0",5,0
"25,0","55000,0",Hipotecada,"9,0",Empreendimento,B,"5000,0","9,91","0,09","0,0",4,0
"26,0","60000,0",Hipotecada,"10,0",Empreendimento,A,"12500,0","6,92","0,21","0,0",2,0
"35,0","90000,0",Alugada,"3,0",Pessoal,B,"11000,0","11,99","0,12","0,0",10,0
"22,0","128165,0",Alugada,"6,0",Pagamento de débitos,A,"14000,0","8,94","0,11","0,0",3,0
"26,0","26400,0",Hipotecada,"10,0",Pessoal,C,"8500,0","13,23","0,32","0,0",3,1
"26,0","127500,0",Própria,"9,0",Médico,D,"24250,0","15,31","0,19","0,0",4,1
"25,0","78000,0",Alugada,"5,0",Melhora do lar,C,"3200,0","12,99","0,04","0,0",4,1
"26,0","97500,0",Alugada,"10,0",Empreendimento,E,"5000,0","18,39","0,05","0,0",4,0
"24,0","54996,0",Alugada,"0,0",Médico,C,"12500,0","12,87","0,23","0,0",2,0
"24,0","109000,0",Hipotecada,"8,0",Educativo,B,"6000,0","11,99","0,06","0,0",4,0
"22,0","44000,0",Alugada,"1,0",Educativo,E,"16000,0","16,35","0,36","1,0",3,0
"24,0","93500,0",Alugada,"2,0",Empreendimento,C,"6400,0","13,23","0,07","0,0",3,1
"32,0","40000,0",Alugada,"3,0",Pagamento de débitos,B,"12000,0","11,89","0,3","0,0",10,0
"27,0","62000,0",Alugada,"2,0",Pessoal,B,"9600,0","10,25","0,15","1,0",8,0
"27,0","80000,0",Hipotecada,"3,0",Pagamento de débitos,B,"3000,0","11,11","0,04","0,0",7,0
"23,0","130000,0",Própria,"7,0",Empreendimento,D,"22600,0","14,96","0,17","0,0",2,1
"24,0","52800,0",Alugada,"3,0",Melhora do lar,B,"6000,0","9,91","0,11","0,0",4,0
"26,0","53000,0",Hipotecada,"10,0",Empreendimento,A,"12000,0","5,99","0,23","0,0",4,0
"23,0","46330,0",Alugada,"0,0",Pessoal,B,"8000,0","10,65","0,17","0,0",4,0
"29,0","33864,0",Alugada,"2,0",Empreendimento,D,"6000,0","14,91","0,18","1,0",6,1
"36,0","106000,0",Hipotecada,"15,0",Melhora do lar,A,"4025,0","7,49","0,04","0,0",14,0
"33,0","50000,0",Alugada,"1,0",Melhora do lar,A,"9000,0","7,51","0,18","0,0",9,0
"21,0","32000,0",Alugada,"5,0",Empreendimento,C,"15000,0","11,09","0,47","1,0",3,0
"27,0","54120,0",Hipotecada,"2,0",Empreendimento,B,"6000,0","11,36","0,11","0,0",6,0
"29,0","65000,0",Hipotecada,"5,0",Médico,B,"6000,0","10,36","0,09","0,0",7,0
"43,0","86004,0",Hipotecada,"2,0",Melhora do lar,B,"10000,0","9,99","0,12","0,0",14,0
"23,0","170000,0",Alugada,"7,0",Educativo,B,"12000,0","11,11","0,07","0,0",2,0
"36,0","51000,0",Alugada,"5,0",Médico,C,"8000,0","13,47","0,16","0,0",13,1
"29,0","120000,0",Hipotecada,"5,0",Pagamento de débitos,A,"14000,0","6,17","0,12","1,0",9,0
"26,0","105000,0",Hipotecada,"0,0",Pessoal,B,"5300,0","12,69","0,05","0,0",4,0
"36,0","48960,0",Alugada,"17,0",Educativo,B,"9000,0","10,99","0,18","0,0",12,0
"21,0","32000,0",Alugada,"5,0",Pagamento de débitos,A,"6000,0","5,42","0,19","0,0",4,0
"25,0","45000,0",Alugada,"4,0",Médico,A,"3000,0","7,9","0,07","0,0",4,0
"31,0","50000,0",Alugada,"4,0",Pessoal,D,"6000,0","15,62","0,12","0,0",6,1
"25,0","58000,0",Hipotecada,"8,0",Melhora do lar,C,"17500,0","13,11","0,3","0,0",4,1
"22,0","105000,0",Alugada,"6,0",Médico,A,"7000,0","7,74","0,07","0,0",3,0
"28,0","72000,0",Alugada,"0,0",Médico,C,"24000,0","13,85","0,33","1,0",5,0
"23,0","54000,0",Alugada,"7,0",Pagamento de débitos,B,"8000,0","10,99","0,15","0,0",4,0
"33,0","60000,0",Hipotecada,"3,0",Pagamento de débitos,A,"3500,0","7,9","0,06","0,0",9,0
"27,0","43000,0",Hipotecada,"11,0",Empreendimento,A,"17500,0","7,29","0,41","0,0",7,0
"21,0","22600,0",Alugada,"3,0",Educativo,C,"6000,0","12,23","0,27","0,0",4,0
"32,0","69900,0",Hipotecada,"16,0",Pessoal,B,"18000,0","11,49","0,26","0,0",8,0
"22,0","85000,0",Alugada,"1,0",Educativo,C,"12000,0","12,84","0,14","0,0",4,1
"24,0","22000,0",Alugada,"0,0",Pessoal,B,"4000,0","11,36","0,18","1,0",3,0
"34,0","101000,0",Alugada,"0,0",Empreendimento,A,"16000,0","6,17","0,16","0,0",9,0
"24,0","130000,0",Hipotecada,"8,0",Melhora do lar,A,"15000,0","7,88","0,12","0,0",4,0
"28,0","40000,0",Própria,"2,0",Educativo,A,"3600,0","6,99","0,09","0,0",10,0
"33,0","33600,0",Própria,"3,0",Empreendimento,C,"9500,0","12,99","0,28","0,0",8,0
"24,0","106839,0",Hipotecada,"8,0",Pagamento de débitos,A,"14000,0","7,88","0,13","0,0",4,0
"28,0","48000,0",Alugada,"0,0",Melhora do lar,C,"7000,0","12,68","0,15","1,0",10,0
"25,0","23198,0",Alugada,"2,0",Empreendimento,A,"6000,0","8,0","0,26","0,0",4,0
"35,0","130000,0",Hipotecada,"15,0",Melhora do lar,C,"7000,0","13,98","0,05","0,0",5,1
"32,0","37000,0",Hipotecada,"11,0",Melhora do lar,B,"12000,0","11,86","0,32","0,0",9,0
"24,0","30000,0",Alugada,"1,0",Empreendimento,A,"4000,0","7,49","0,13","0,0",4,0
"22,0","65000,0",Alugada,"1,0",Pagamento de débitos,B,"9000,0","9,91","0,14","0,0",4,0
"29,0","120000,0",Hipotecada,"2,0",Pagamento de débitos,A,"35000,0","8,9","0,29","0,0",6,0
"25,0","36000,0",Alugada,"4,0",Empreendimento,B,"15000,0","9,63","0,42","1,0",3,0
"28,0","96000,0",Hipotecada,"8,0",Empreendimento,A,"10000,0","7,66","0,1","0,0",7,0
"61,0","53000,0",Hipotecada,"3,0",Pessoal,A,"7000,0","7,49","0,13","0,0",23,0
"22,0","70000,0",Alugada,"4,0",Educativo,B,"10000,0","12,69","0,14","0,0",4,0
"26,0","9840,0",Alugada,"5,0",Empreendimento,B,"1750,0","9,99","0,18","1,0",4,0
"28,0","48996,0",Alugada,"8,0",Médico,D,"15000,0","14,09","0,31","1,0",5,1
"28,0","148000,0",Hipotecada,"0,0",Melhora do lar,D,"15000,0","15,65","0,1","1,0",5,1
"29,0","31836,0",Alugada,"2,0",Educativo,D,"6400,0","14,96","0,2","1,0",5,1
"24,0","65000,0",Alugada,"3,0",Educativo,B,"8000,0","12,69","0,12","0,0",3,0
"30,0","75000,0",Alugada,"9,0",Pessoal,D,"25000,0","15,2","0,33","1,0",5,0
"24,0","65000,0",Alugada,"4,0",Médico,B,"10000,0","10,25","0,15","0,0",3,0
"24,0","50004,0",Alugada,"5,0",Pessoal,A,"5000,0","7,14","0,1","0,0",3,0
"21,0","23000,0",Alugada,"5,0",Pessoal,C,"6250,0","13,48","0,27","0,0",3,1
"22,0","60000,0",Alugada,"5,0",Pessoal,D,"10900,0","15,65","0,18","0,0",2,0
"25,0","30000,0",Alugada,"6,0",Médico,B,"4000,0","9,76","0,13","0,0",3,0
"25,0","56655,0",Hipotecada,"9,0",Empreendimento,C,"20000,0","13,61","0,35","0,0",2,0
"22,0","166000,0",Hipotecada,"1,0",Pessoal,B,"23450,0","11,36","0,14","0,0",2,0
"24,0","52582,0",Alugada,"5,0",Médico,B,"8500,0","10,62","0,16","0,0",2,0
"23,0","36000,0",Própria,"3,0",Educativo,A,"8500,0","7,51","0,24","0,0",3,0
"24,0","67000,0",Hipotecada,"2,0",Melhora do lar,B,"12150,0","10,37","0,18","0,0",3,0
"31,0","35600,0",Alugada,"0,0",Médico,C,"4000,0","13,61","0,11","0,0",5,0
"27,0","89000,0",Própria,"10,0",Empreendimento,A,"3000,0","6,76","0,03","0,0",6,0
"32,0","99996,0",Hipotecada,"16,0",Melhora do lar,A,"7000,0","7,14","0,07","0,0",9,0
"44,0","12000,0",Própria,"5,0",Melhora do lar,B,"2000,0","9,88","0,17","1,0",11,0
"24,0","75600,0",Hipotecada,"5,0",Empreendimento,A,"7200,0","5,99","0,1","0,0",2,0
"23,0","15000,0",Própria,"4,0",Pagamento de débitos,C,"4000,0","13,98","0,27","1,0",4,0
"24,0","49920,0",Alugada,"0,0",Médico,C,"7200,0","13,06","0,14","0,0",3,1
"24,0","25000,0",Alugada,"0,0",Melhora do lar,B,"8500,0","12,21","0,34","1,0",2,0
"21,0","12000,0",Própria,"6,0",Educativo,C,"3000,0","13,61","0,25","1,0",3,1
"31,0","78000,0",Hipotecada,"1,0",Melhora do lar,C,"20000,0","14,26","0,26","1,0",10,1
"29,0","54548,0",Hipotecada,"8,0",Empreendimento,A,"6000,0","7,14","0,11","0,0",9,0
"23,0","28989,0",Hipotecada,"0,0",Educativo,A,"10000,0","8,0","0,34","0,0",2,0
"28,0","35380,0",Hipotecada,"9,0",Educativo,C,"2050,0","15,96","0,06","0,0",8,1
"26,0","155142,0",Hipotecada,"6,0",Pessoal,D,"23000,0","18,25","0,15","0,0",2,0
"37,0","65000,0",Alugada,"2,0",Pagamento de débitos,A,"10000,0","5,42","0,15","0,0",14,0
"28,0","88365,0",Alugada,"9,0",Educativo,D,"12000,0","16,29","0,14","0,0",6,0
"23,0","69000,0",Outros,"5,0",Outros,C,"26000,0","14,27","0,31","1,0",15,1
"30,0","26400,0",Alugada,"14,0",Pagamento de débitos,C,"3250,0","14,35","0,12","1,0",9,0
"43,0","40000,0",Hipotecada,"3,0",Médico,B,"18000,0","11,83","0,45","0,0",15,0
"30,0","116500,0",Hipotecada,"9,0",Pagamento de débitos,C,"15000,0","14,79","0,13","0,0",7,1
"23,0","39000,0",Alugada,"3,0",Educativo,B,"3500,0","11,86","0,09","1,0",4,0
"32,0","41000,0",Hipotecada,"2,0",Pessoal,D,"8000,0","15,05","0,2","0,0",9,0
"23,0","59000,0",Alugada,"0,0",Melhora do lar,D,"9000,0","15,28","0,15","1,0",4,0
"27,0","40000,0",Própria,"11,0",Educativo,A,"6400,0","9,32","0,16","0,0",6,0
"26,0","34320,0",Alugada,"2,0",Educativo,A,"9000,0","6,62","0,26","1,0",2,0
"28,0","85000,0",Alugada,"8,0",Educativo,B,"8000,0","11,71","0,09","0,0",6,0
"36,0","84000,0",Alugada,"0,0",Educativo,B,"20000,0","9,64","0,24","1,0",16,0
"31,0","30372,0",Alugada,"2,0",Pessoal,D,"20200,0","14,74","0,67","1,0",8,0
"23,0","81504,0",Hipotecada,"6,0",Pagamento de débitos,A,"2400,0","6,92","0,03","0,0",4,0
"25,0","46000,0",Alugada,"9,0",Pessoal,A,"12000,0","5,42","0,26","0,0",3,0
"24,0","67000,0",Própria,"2,0",Médico,B,"16000,0","12,69","0,24","0,0",4,0
"24,0","98450,0",Alugada,"8,0",Educativo,C,"2700,0","13,49","0,03","0,0",4,0
"24,0","60000,0",Alugada,"4,0",Médico,A,"10000,0","6,54","0,17","0,0",2,0
"27,0","35000,0",Alugada,"3,0",Médico,B,"10000,0","9,88","0,29","0,0",8,0
"57,0","62004,0",Hipotecada,"13,0",Pessoal,C,"2000,0","13,72","0,03","0,0",24,1
"31,0","200000,0",Própria,"4,0",Melhora do lar,B,"23500,0","10,99","0,12","0,0",5,0
"26,0","130000,0",Hipotecada,"2,0",Médico,A,"18000,0","7,9","0,14","0,0",2,0
"24,0","24000,0",Hipotecada,"3,0",Médico,A,"8000,0","5,99","0,33","0,0",4,0
"33,0","116000,0",Hipotecada,"2,0",Melhora do lar,C,"5000,0","12,99","0,04","1,0",5,0
"28,0","96000,0",Hipotecada,"12,0",Pessoal,B,"6000,0","12,69","0,06","0,0",10,0
"27,0","50000,0",Hipotecada,"7,0",Médico,A,"9500,0","8,9","0,19","0,0",8,0
"21,0","60000,0",Hipotecada,"5,0",Pagamento de débitos,A,"10000,0","5,99","0,17","0,0",2,0
"23,0","30000,0",Alugada,"0,0",Pessoal,C,"5000,0","11,59","0,17","0,0",4,1
"24,0","155000,0",Alugada,"8,0",Educativo,B,"18000,0","10,62","0,12","0,0",4,0
"23,0","114000,0",Hipotecada,"7,0",Educativo,C,"8000,0","12,68","0,07","0,0",3,1
"21,0","59000,0",Hipotecada,"5,0",Pessoal,B,"5600,0","11,49","0,09","0,0",4,0
"24,0","35000,0",Alugada,"0,0",Médico,A,"1800,0","7,14","0,05","0,0",2,0
"21,0","19500,0",Hipotecada,"0,0",Educativo,B,"15000,0","9,64","0,77","1,0",2,0
"25,0","35000,0",Hipotecada,"5,0",Melhora do lar,B,"10000,0","11,99","0,29","0,0",4,0
"21,0","160000,0",Outros,"5,0",Educativo,A,"6000,0","8,0","0,04","0,0",4,0
"22,0","128000,0",Hipotecada,"6,0",Empreendimento,A,"21600,0","6,91","0,17","0,0",4,0
"26,0","54996,0",Alugada,"3,0",Melhora do lar,B,"5000,0","11,86","0,09","0,0",2,0
"52,0","116000,0",Hipotecada,"6,0",Pessoal,B,"12800,0","9,99","0,11","0,0",23,0
"31,0","51000,0",Alugada,"4,0",Educativo,B,"6625,0","10,38","0,13","0,0",10,0
"23,0","52800,0",Alugada,"6,0",Médico,B,"3000,0","10,99","0,06","0,0",4,0
"27,0","48000,0",Alugada,"9,0",Pagamento de débitos,C,"14000,0","13,79","0,29","1,0",10,0
"33,0","70000,0",Hipotecada,"2,0",Pagamento de débitos,A,"3700,0","5,99","0,05","0,0",6,0
"28,0","43200,0",Alugada,"1,0",Médico,A,"3000,0","7,49","0,07","0,0",9,0
"28,0","44500,0",Hipotecada,"5,0",Pagamento de débitos,B,"20000,0","9,45","0,45","0,0",8,0
"31,0","56000,0",Hipotecada,"3,0",Médico,A,"12000,0","6,54","0,21","0,0",5,0
"24,0","26000,0",Alugada,"1,0",Médico,B,"12250,0","11,49","0,47","1,0",2,0
"27,0","62000,0",Hipotecada,"1,0",Melhora do lar,B,"3275,0","9,33","0,05","0,0",8,0
"22,0","42996,0",Alugada,"3,0",Pessoal,C,"4800,0","11,03","0,11","0,0",4,0
"43,0","90000,0",Alugada,"5,0",Pagamento de débitos,B,"10400,0","11,49","0,12","0,0",14,0
"52,0","50000,0",Alugada,"3,0",Educativo,B,"4500,0","11,89","0,09","0,0",25,0
"46,0","56500,0",Alugada,"4,0",Melhora do lar,B,"12000,0","10,37","0,21","0,0",14,0
"22,0","68250,0",Alugada,"4,0",Educativo,F,"6000,0","19,13","0,09","0,0",3,1
"24,0","22000,0",Alugada,"0,0",Pagamento de débitos,B,"2500,0","9,76","0,11","0,0",2,0
"23,0","54000,0",Alugada,"0,0",Médico,B,"3600,0","12,42","0,07","0,0",3,0
"25,0","46800,0",Alugada,"9,0",Médico,A,"5000,0","6,76","0,11","0,0",3,0
"22,0","96000,0",Alugada,"3,0",Pagamento de débitos,C,"12000,0","13,61","0,13","0,0",3,1
"41,0","60000,0",Hipotecada,"18,0",Educativo,D,"4900,0","14,09","0,08","0,0",12,1
"47,0","65000,0",Alugada,"2,0",Educativo,B,"9500,0","11,89","0,15","0,0",14,0
"32,0","60000,0",Alugada,"7,0",Melhora do lar,A,"7000,0","7,51","0,12","0,0",8,0
"23,0","45000,0",Alugada,"4,0",Pessoal,C,"4800,0","13,98","0,11","0,0",2,1
"33,0","34000,0",Alugada,"3,0",Empreendimento,C,"9000,0","14,17","0,26","1,0",10,1
"35,0","110000,0",Alugada,"9,0",Pagamento de débitos,C,"25000,0","13,49","0,23","0,0",8,0
"33,0","63996,0",Hipotecada,"15,0",Educativo,A,"3200,0","5,42","0,05","0,0",8,0
"24,0","91000,0",Hipotecada,"8,0",Melhora do lar,B,"10000,0","10,99","0,11","0,0",4,0
"27,0","36000,0",Alugada,"11,0",Melhora do lar,D,"15000,0","16,77","0,42","1,0",9,0
"21,0","30000,0",Hipotecada,"0,0",Pessoal,A,"4750,0","9,63","0,16","1,0",2,0
"28,0","35000,0",Alugada,"4,0",Pagamento de débitos,A,"2400,0","7,29","0,07","1,0",9,0
"26,0","238000,0",Hipotecada,"2,0",Educativo,B,"25000,0","9,25","0,11","1,0",4,0
"27,0","35000,0",Hipotecada,"11,0",Médico,B,"9000,0","11,49","0,26","0,0",5,0
"22,0","67000,0",Hipotecada,"0,0",Educativo,B,"12000,0","11,99","0,18","0,0",4,0
"23,0","85000,0",Hipotecada,"2,0",Educativo,A,"5000,0","5,42","0,06","0,0",2,0
"26,0","34000,0",Alugada,"4,0",Pessoal,E,"4200,0","16,82","0,12","1,0",3,1
"22,0","22500,0",Alugada,"2,0",Pagamento de débitos,B,"7000,0","10,38","0,31","1,0",3,0
"42,0","120000,0",Hipotecada,"18,0",Pessoal,B,"6000,0","10,38","0,05","0,0",11,0
"23,0","88000,0",Hipotecada,"1,0",Empreendimento,B,"15000,0","12,42","0,17","0,0",2,0
"23,0","30000,0",Hipotecada,"2,0",Pagamento de débitos,A,"1400,0","6,03","0,05","0,0",4,0
"34,0","51000,0",Alugada,"1,0",Médico,A,"6000,0","5,99","0,12","0,0",6,0
"24,0","60000,0",Alugada,"2,0",Pessoal,B,"25000,0","11,11","0,42","1,0",3,0
"30,0","66500,0",Hipotecada,"5,0",Pagamento de débitos,A,"8000,0","7,88","0,12","0,0",9,0
"23,0","145000,0",Hipotecada,"0,0",Educativo,A,"14400,0","5,79","0,1","0,0",4,0
"30,0","78000,0",Alugada,"12,0",Pessoal,A,"7000,0","6,54","0,09","0,0",5,0
"54,0","29000,0",Hipotecada,"7,0",Pessoal,B,"2500,0","11,71","0,09","0,0",28,0
"25,0","59000,0",Alugada,"4,0",Médico,B,"15000,0","9,99","0,25","1,0",3,0
"22,0","37000,0",Alugada,"4,0",Educativo,A,"5700,0","5,42","0,15","0,0",4,0
"24,0","34000,0",Alugada,"3,0",Pessoal,D,"10800,0","14,42","0,32","1,0",4,1
"22,0","36000,0",Alugada,"0,0",Educativo,C,"1500,0","13,16","0,04","1,0",4,1
"22,0","90000,0",Hipotecada,"6,0",Educativo,A,"16000,0","6,03","0,18","0,0",4,0
"27,0","15600,0",Própria,"0,0",Educativo,A,"6400,0","7,74","0,41","1,0",9,0
"28,0","33600,0",Alugada,"0,0",Médico,D,"13000,0","14,61","0,39","1,0",8,0
"28,0","64600,0",Alugada,"3,0",Pessoal,C,"10000,0","13,48","0,15","0,0",7,1
"31,0","80000,0",Hipotecada,"13,0",Educativo,A,"20000,0","8,9","0,25","0,0",10,0
"26,0","111000,0",Hipotecada,"10,0",Médico,A,"5000,0","5,79","0,05","0,0",3,0
"26,0","76000,0",Hipotecada,"10,0",Melhora do lar,A,"5425,0","8,49","0,07","0,0",3,0
"25,0","48000,0",Alugada,"8,0",Médico,A,"11000,0","7,51","0,23","0,0",4,0
"27,0","31000,0",Própria,"4,0",Médico,C,"12000,0","12,73","0,39","0,0",6,1
"29,0","48000,0",Alugada,"9,0",Pagamento de débitos,C,"5600,0","15,96","0,12","0,0",7,1
"48,0","16800,0",Própria,"0,0",Melhora do lar,B,"3300,0","10,99","0,2","1,0",14,0
"22,0","83200,0",Alugada,"3,0",Educativo,D,"10000,0","16,29","0,12","0,0",4,0
"31,0","74797,0",Hipotecada,"1,0",Médico,D,"10000,0","15,58","0,11","1,0",6,1
"22,0","66396,0",Hipotecada,"6,0",Educativo,C,"15000,0","13,48","0,23","0,0",2,0
